sample_id,timestamp_s,spindle_speed_rpm,feed_rate_mm_min,depth_of_cut_mm,cutting_speed_m_min,material_hardness_HRC,spindle_motor_current_A,spindle_torque_Nm,spindle_temp_C,coolant_temp_C,ambient_temp_C,vibration_x_g,vibration_y_g,vibration_z_g,surface_roughness_Ra,dimensional_error_mm,tool_wear_mm,cycle_time_s,tool_condition,fault_label
506,5861.0,1272,230.6,1.31,0.32,40.4,12.59,17.8,66.2,28.1,28.7,0.2092,0.1309,0.1034,1.153,0.0113,0.0616,41.9,Good,0
507,5869.1,1066,184.3,1.64,0.27,40.6,12.61,17.6,59.4,30.9,29.3,0.041,0.07,0.1087,1.721,0.0223,0.1152,40.5,Good,0
508,5878.2,1240,190.6,1.28,0.31,47.3,13.25,19.82,60.2,27.0,22.9,0.1951,0.0421,0.123,1.492,0.0081,0.0576,40.5,Good,0
509,5887.0,1105,135.5,2.6,0.28,37.9,14.22,19.1,58.9,28.0,25.7,0.2485,0.104,0.15,1.233,0.0156,0.1071,42.2,Good,0
510,5899.8,1332,160.6,1.97,0.33,32.5,14.56,17.41,61.1,26.2,26.8,0.1394,0.0923,0.0144,1.834,0.0004,0.0862,45.4,Good,0
511,5913.3,1105,257.0,0.89,0.28,35.1,12.09,17.58,64.6,28.6,27.1,0.1662,0.1725,0.1142,1.464,0.0117,0.0781,44.0,Good,0
512,5924.3,1197,179.1,1.5,0.3,42.4,13.32,17.99,69.7,28.9,29.5,0.2107,0.1337,0.0623,1.928,0.0153,0.0812,43.6,Good,0
513,5938.0,1098,156.2,1.68,0.28,34.2,12.33,16.18,57.2,28.3,28.0,0.1401,0.1087,0.1233,1.677,0.0125,0.0884,45.3,Good,0
514,5950.4,1060,171.7,1.8,0.27,29.0,12.04,16.23,60.6,27.6,27.3,0.0629,0.0836,0.0457,1.718,0.0139,0.1037,45.9,Good,0
515,5962.7,1164,201.2,1.29,0.29,34.7,13.24,19.54,59.9,29.6,25.4,0.1958,0.1245,0.1109,1.309,0.0093,0.0651,39.1,Good,0
516,5973.1,1302,194.3,1.14,0.33,35.8,13.35,18.72,64.1,26.6,27.0,0.136,0.0501,0.0819,1.715,0.0192,0.1206,46.2,Good,0
517,5988.0,1373,181.4,1.42,0.34,31.3,14.15,17.84,57.7,29.0,27.3,0.0624,0.1843,0.1146,1.553,0.0175,0.1175,38.5,Good,0
518,5999.8,1299,139.2,1.85,0.33,26.4,13.09,16.62,56.4,26.4,27.2,0.1174,0.0321,0.0455,1.54,0.0115,0.0646,43.1,Good,0
519,6010.5,1177,166.5,1.14,0.3,39.2,14.08,19.26,65.1,38.2,28.2,0.2346,0.1096,0.0859,1.858,0.1059,0.1124,41.2,Good,3
520,6025.4,1015,226.0,1.13,0.26,34.9,13.11,17.01,63.1,28.4,25.4,0.1834,0.0861,0.0375,1.217,0.0095,0.0854,47.3,Good,0
521,6037.9,1079,203.7,1.22,0.27,26.2,13.82,16.06,62.7,27.5,27.3,0.1976,0.1011,0.1017,1.376,0.0105,0.122,44.6,Good,0
522,6052.5,949,187.5,2.22,0.24,33.3,11.94,17.62,59.3,27.2,26.4,0.1911,0.1072,0.0934,1.286,0.021,0.0896,39.2,Good,0
523,6066.4,1317,167.8,1.38,0.33,27.6,13.47,16.97,62.0,29.4,23.7,0.2034,0.1694,0.0593,1.529,0.0121,0.1174,40.4,Good,0
524,6075.8,1317,121.0,1.24,0.33,41.3,12.9,15.83,60.4,26.0,26.0,0.1385,0.1645,0.0748,1.424,0.0203,0.0841,42.6,Good,0
525,6084.2,1069,192.8,1.65,0.27,36.4,12.41,18.39,66.3,29.3,26.3,0.1746,0.1056,0.1444,1.279,0.0112,0.0951,37.7,Good,0
526,6092.8,938,153.2,1.93,0.24,31.1,12.64,17.28,59.5,27.2,28.3,0.1369,0.1787,0.1142,1.51,0.0033,0.0864,46.1,Good,0
527,6105.9,1397,159.7,1.71,0.35,30.9,13.52,19.66,59.7,25.8,25.4,0.2354,0.1446,0.1125,1.876,0.0169,0.1357,43.2,Good,0
528,6114.2,1374,187.9,1.25,0.35,28.1,14.16,17.74,65.1,35.9,24.7,0.1752,0.0694,0.1384,2.352,0.1686,0.0794,44.8,Good,3
529,6127.1,1057,193.5,1.78,0.27,41.5,12.88,18.74,63.2,28.5,30.3,0.2478,0.0742,0.01,1.185,0.0153,0.1378,40.2,Good,0
530,6135.2,1148,126.1,1.68,0.29,36.9,13.49,16.65,57.5,28.6,27.6,0.1799,0.1701,0.0411,1.553,0.0149,0.0951,43.5,Good,0
531,6145.7,1291,169.2,1.28,0.32,20,14.01,15.66,60.1,30.5,25.2,0.1508,0.0975,0.0947,1.283,0.0139,0.0959,44.9,Good,0
532,6160.5,1230,229.0,1.59,0.31,42.5,12.72,19.76,62.2,29.6,27.3,0.11,0.1699,0.1109,1.366,0.0116,0.0974,44.6,Good,0
533,6172.8,901,181.7,1.41,0.23,36.6,12.84,17.69,59.2,24.7,24.3,0.2765,0.0793,0.1048,1.643,0.0127,0.0966,39.7,Good,0
534,6186.1,1047,227.4,1.11,0.26,38.4,13.09,17.35,53.9,30.1,26.2,0.1218,0.0972,0.0723,1.063,0.0084,0.089,43.1,Good,0
535,6196.7,1191,111.8,1.55,0.3,36.0,12.91,16.18,62.3,26.1,29.2,0.1984,0.0486,0.078,0.941,0.0111,0.1085,42.6,Good,0
536,6208.7,1149,201.2,1.69,0.29,43.0,12.71,20.97,62.1,27.5,29.7,0.1729,0.1334,0.1118,1.522,0.0156,0.0728,47.7,Good,0
537,6218.7,1253,168.5,1.35,0.31,31.7,12.42,17.28,67.6,33.9,26.3,0.1714,0.0898,0.0879,1.735,0.0962,0.0891,47.8,Good,3
538,6232.7,1056,218.0,1.2,0.27,30.6,12.97,17.86,56.4,25.4,23.8,0.2077,0.1478,0.0964,1.666,0.0134,0.1131,41.0,Good,0
539,6243.5,1102,152.4,2.05,0.28,33.2,13.09,17.99,56.1,28.5,24.7,0.14,0.102,0.1024,1.556,0.0216,0.0974,48.9,Good,0
540,6251.7,1178,150.9,1.66,0.3,35.0,12.71,16.12,62.1,29.4,25.0,0.2336,0.1344,0.058,1.881,0.0112,0.1357,43.4,Good,0
541,6261.6,1264,158.6,1.51,0.32,41.0,13.6,17.9,53.9,26.8,28.4,0.0691,0.1169,0.0667,1.254,0.0176,0.0966,40.0,Good,0
542,6272.8,1030,199.0,1.6,0.26,31.3,12.9,17.32,61.7,29.8,28.0,0.2451,0.1145,0.0553,1.282,0.0156,0.061,39.0,Good,0
543,6287.1,1219,176.3,1.73,0.31,39.3,13.38,17.09,51.4,30.7,30.0,0.2745,0.0776,0.0714,1.16,0.0178,0.0514,45.1,Good,0
544,6299.0,1182,165.3,2.18,0.3,24.7,12.61,15.91,60.7,24.4,28.2,0.1661,0.1642,0.1027,1.227,0.0133,0.0718,44.5,Good,0
545,6312.3,1505,144.6,2.24,0.38,43.5,14.61,16.58,57.2,29.4,28.0,0.1451,0.1633,0.1216,1.304,0.0084,0.0792,40.8,Good,0
546,6326.2,1081,191.8,1.4,0.27,39.6,13.4,16.96,57.4,29.3,28.0,0.2094,0.1417,0.0321,1.914,0.0174,0.1182,46.0,Good,0
547,6336.3,1591,135.5,1.52,0.4,20,13.94,17.92,57.0,24.5,26.1,0.2744,0.1232,0.11,1.351,0.0145,0.09,43.6,Good,0
548,6350.8,980,158.9,0.75,0.25,33.0,12.29,16.79,64.9,31.2,26.9,0.2148,0.145,0.1368,1.595,0.0097,0.093,45.9,Good,0
549,6363.9,1117,211.6,1.41,0.28,46.1,12.58,20.63,57.3,26.4,30.5,0.1257,0.0505,0.1315,1.349,0.0178,0.0614,43.8,Good,0
550,6372.0,1295,202.1,2.06,0.33,30.8,13.91,19.47,55.0,30.1,24.4,0.1987,0.1203,0.0708,1.628,0.0141,0.095,42.6,Good,0
551,6381.2,1098,191.5,1.11,0.28,42.2,13.08,18.01,62.7,28.6,25.1,0.1443,0.1558,0.102,1.225,0.0129,0.0813,44.0,Good,0
552,6395.4,1204,155.3,1.85,0.3,33.6,13.79,17.05,54.9,24.4,27.4,0.1286,0.1228,0.0924,1.368,0.0204,0.0912,45.8,Good,0
553,6407.0,1402,146.5,2.14,0.35,40.1,14.75,18.07,65.4,26.0,30.1,0.1615,0.1583,0.0737,1.704,0.0059,0.0953,42.6,Good,0
554,6416.4,943,128.3,1.23,0.24,30.3,12.63,18.13,56.1,25.2,26.0,0.1329,0.1156,0.0956,1.45,0.0213,0.0936,45.0,Good,0
555,6428.2,1269,163.3,1.78,0.32,20,13.25,16.63,59.6,26.2,28.4,0.2034,0.1483,0.0965,1.622,0.0155,0.0901,48.4,Good,0
556,6437.9,1189,195.3,1.62,0.3,23.6,13.38,16.81,56.7,31.8,27.3,0.1573,0.1059,0.0853,1.86,0.0231,0.1194,38.4,Good,0
557,6447.2,1098,164.0,1.29,0.28,43.6,12.18,18.2,60.7,30.5,26.5,0.0715,0.1291,0.068,1.569,0.0125,0.1131,43.2,Good,0
558,6455.4,1050,180.6,1.15,0.26,42.2,13.1,16.92,57.5,26.2,30.2,0.2021,0.1173,0.1192,1.638,0.016,0.1085,48.8,Good,0
559,6466.8,1200,196.6,1.16,0.3,28.9,13.37,16.75,61.3,26.9,29.3,0.1756,0.1223,0.0716,1.161,0.0146,0.0933,38.6,Good,0
560,6480.4,1075,172.7,1.3,0.27,29.2,12.68,16.65,56.5,28.1,25.8,0.1796,0.0959,0.0159,1.185,0.0166,0.0917,46.4,Good,0
561,6488.6,1118,188.4,1.65,0.28,26.3,12.98,18.29,57.4,25.3,26.6,0.1299,0.1619,0.113,1.179,0.0111,0.0978,46.2,Good,0
562,6498.1,1021,148.8,1.2,0.26,34.3,12.13,15.36,58.2,30.1,27.1,0.1909,0.1321,0.1157,1.493,0.0142,0.0525,42.4,Good,0
563,6507.4,1136,145.0,1.43,0.29,37.5,13.69,18.34,58.5,29.7,23.4,0.1432,0.1027,0.0684,1.489,0.0154,0.0869,41.1,Good,0
564,6517.2,987,168.8,1.7,0.25,37.2,11.75,18.01,56.3,28.4,24.3,0.1645,0.1915,0.1208,1.289,0.0168,0.0966,40.2,Good,0
565,6528.5,1329,225.7,1.67,0.33,34.8,14.65,19.25,61.5,25.3,28.1,0.1526,0.1617,0.1185,1.374,0.0104,0.1024,46.0,Good,0
566,6539.1,1072,202.4,1.32,0.27,44.0,12.3,18.22,53.7,25.8,26.1,0.1984,0.061,0.06,1.275,0.0218,0.0582,41.7,Good,0
567,6549.6,1341,184.5,0.92,0.34,37.5,13.05,18.4,64.9,30.2,27.1,0.1748,0.1193,0.0851,1.32,0.0194,0.0972,44.6,Good,0
568,6560.1,1192,247.7,1.42,0.3,33.7,14.47,21.7,58.8,31.0,23.5,0.8775,0.4166,0.1963,5.902,0.0795,0.0957,43.6,Good,2
569,6574.3,1201,125.5,1.59,0.3,35.5,13.56,17.54,59.0,27.5,26.5,0.2313,0.1488,0.1096,1.437,0.019,0.1085,43.3,Good,0
570,6586.6,1484,186.0,1.7,0.37,29.3,13.78,15.7,64.2,27.6,26.4,0.2068,0.078,0.0883,0.94,0.0026,0.0886,42.0,Good,0
571,6597.7,1184,199.7,1.25,0.3,34.8,13.99,18.07,57.8,26.0,26.1,0.6868,0.4607,0.3064,3.474,0.0692,0.099,41.5,Good,2
572,6609.8,1450,169.1,1.57,0.36,29.6,13.04,17.62,59.7,28.0,25.9,0.2539,0.1406,0.0972,1.555,0.0184,0.0941,44.8,Good,0
573,6620.0,1215,199.2,1.69,0.31,31.7,12.87,16.92,57.3,25.4,24.2,0.2724,0.1374,0.0619,1.846,0.0105,0.0915,45.8,Good,0
574,6629.5,1159,153.5,1.77,0.29,21.8,12.65,16.4,57.3,27.5,27.1,0.2349,0.1588,0.0964,1.899,0.016,0.1085,45.1,Good,0
575,6641.6,1098,201.0,1.41,0.28,33.9,13.34,17.78,66.3,35.5,26.1,0.1486,0.1253,0.1441,1.397,0.0962,0.092,44.1,Good,3
576,6652.8,1058,165.3,0.89,0.27,44.0,13.98,19.38,55.7,29.9,25.6,0.1042,0.1529,0.1191,1.743,0.0109,0.1003,42.6,Good,0
577,6661.0,862,174.8,2.28,0.22,21.4,12.61,19.25,56.5,26.8,30.2,0.1976,0.078,0.0906,1.481,0.0187,0.1133,43.7,Good,0
578,6670.0,1294,163.0,1.76,0.33,37.8,12.98,17.06,60.6,25.0,27.6,0.1451,0.0362,0.0622,1.615,0.0179,0.1035,38.5,Good,0
579,6683.0,1206,166.6,1.97,0.3,44.8,12.73,18.5,60.5,24.7,27.2,0.1497,0.1054,0.0502,1.893,0.0156,0.1242,40.5,Good,0
580,6693.5,1051,227.2,0.99,0.26,26.5,12.93,16.18,62.9,26.5,27.7,0.1097,0.1685,0.1639,1.394,0.0176,0.1261,45.4,Good,0
581,6704.5,1317,218.9,1.73,0.33,27.3,13.33,16.79,63.8,26.4,28.5,0.0537,0.1288,0.048,1.773,0.0167,0.1279,46.8,Good,0
582,6714.6,1188,222.5,0.93,0.3,26.3,12.57,17.49,51.5,26.1,26.6,0.167,0.0997,0.0536,1.524,0.0095,0.0833,49.2,Good,0
583,6726.7,1289,232.0,1.44,0.32,26.3,14.14,16.91,58.0,27.1,28.4,0.2063,0.0746,0.1022,1.613,0.0088,0.1174,46.2,Good,0
584,6734.9,1104,218.0,1.19,0.28,30.7,13.14,16.7,57.1,27.2,32.3,0.166,0.0922,0.116,1.695,0.0234,0.1339,38.8,Good,0
585,6748.0,1036,175.1,1.84,0.26,38.6,13.87,20.2,62.4,28.0,24.9,0.3013,0.1337,0.0881,2.153,0.0064,0.1354,48.3,Good,0
586,6762.2,1283,152.7,1.69,0.32,38.5,14.49,17.12,62.5,28.1,24.9,0.1783,0.0506,0.0825,1.716,0.0154,0.1012,47.9,Good,0
587,6774.4,1391,155.7,1.44,0.35,43.1,12.72,17.98,62.5,29.8,27.2,0.2179,0.1328,0.0767,1.6,0.0051,0.1231,38.3,Good,0
588,6786.5,1111,159.9,0.79,0.28,46.8,12.85,18.74,63.9,27.3,25.6,0.2758,0.1358,0.1315,1.581,0.008,0.1209,42.9,Good,0
589,6798.5,1142,196.9,1.88,0.29,34.3,13.16,17.67,70.1,34.4,27.0,0.2429,0.1115,0.0681,2.052,0.1072,0.0984,43.5,Good,3
590,6812.9,1339,210.2,1.61,0.34,32.1,14.35,17.59,57.3,25.2,28.8,0.1211,0.1466,0.078,2.309,0.0205,0.1154,46.2,Good,0
591,6821.6,1485,129.5,1.53,0.37,28.0,14.1,14.45,63.1,28.7,28.5,0.1359,0.1126,0.072,1.396,0.0051,0.0838,43.6,Good,0
592,6836.0,1038,209.2,1.91,0.26,33.7,12.71,17.72,52.0,27.3,28.4,0.1288,0.1009,0.1143,1.193,0.021,0.0852,44.8,Good,0
593,6849.2,1363,150.8,0.74,0.34,29.9,14.44,17.34,59.2,26.9,31.1,0.1948,0.1629,0.0913,1.412,0.0209,0.1106,47.7,Good,0
594,6864.1,1317,102.9,1.31,0.33,35.0,13.68,17.23,60.3,26.2,23.4,0.2795,0.1178,0.1182,1.332,0.002,0.0895,44.6,Good,0
595,6873.9,1184,165.1,1.6,0.3,23.6,13.51,17.23,55.1,25.9,29.4,0.1078,0.1158,0.0761,1.487,0.0136,0.0997,44.1,Good,0
596,6883.0,1178,235.9,1.5,0.3,31.1,12.55,18.92,62.2,31.8,28.9,0.1426,0.1216,0.0884,1.768,0.0167,0.1142,46.1,Good,0
597,6894.1,1254,134.8,1.01,0.32,30.5,13.39,16.02,67.0,29.5,29.4,0.1268,0.1267,0.0762,1.374,0.012,0.1051,48.3,Good,0
598,6906.9,1276,199.9,1.07,0.32,42.6,14.14,18.3,50.1,25.7,28.5,0.202,0.1522,0.1227,1.584,0.0154,0.1181,48.6,Good,0
599,6917.1,988,222.7,1.26,0.25,35.5,12.51,18.05,68.9,33.4,30.4,0.1977,0.0638,0.0694,1.771,0.146,0.0924,45.9,Good,3
600,6931.5,1439,148.1,1.9,0.36,23.5,13.97,16.3,61.7,25.7,26.2,0.1744,0.0389,0.1,1.445,0.0127,0.0906,43.1,Good,0
601,6943.5,1201,203.1,1.46,0.3,22.8,13.12,16.22,59.4,29.4,30.5,0.2795,0.1537,0.0795,1.337,0.0214,0.0962,43.2,Good,0
602,6953.1,1030,159.7,1.02,0.26,37.2,12.54,17.91,62.7,28.5,29.3,0.1202,0.0977,0.0994,1.311,0.017,0.1086,42.4,Good,0
603,6967.3,1217,160.5,1.69,0.31,24.6,13.09,15.39,59.7,29.6,26.5,0.2054,0.0976,0.0839,1.516,0.0121,0.1047,47.3,Good,0
604,6977.5,816,210.4,1.94,0.21,31.9,12.3,17.07,64.7,25.3,28.0,0.1492,0.1139,0.0992,2.062,0.019,0.0827,38.2,Good,0
605,6987.0,1068,179.7,1.32,0.27,34.3,13.43,17.96,53.6,27.1,26.3,0.3157,0.0897,0.0599,1.818,0.0196,0.0972,39.0,Good,0
606,7000.4,1158,249.2,0.72,0.29,37.8,11.98,17.24,61.0,25.1,28.7,0.0716,0.1797,0.0571,1.639,0.0149,0.1022,47.8,Good,0
607,7015.2,1203,174.1,1.42,0.3,29.8,12.46,16.46,59.1,28.5,29.3,0.1947,0.1051,0.0911,1.303,0.0163,0.1026,46.1,Good,0
608,7026.6,1170,146.8,1.62,0.29,34.6,13.81,17.11,60.7,27.0,25.8,0.1027,0.1863,0.1023,1.148,0.0132,0.0898,44.3,Good,0
609,7039.8,1083,226.3,1.3,0.27,37.4,13.43,18.26,57.0,26.4,26.7,0.2652,0.1294,0.1379,1.72,0.016,0.1163,45.8,Good,0
610,7052.8,1085,234.1,1.86,0.27,30.1,13.58,17.6,57.1,28.0,26.6,0.2177,0.148,0.0625,1.443,0.0121,0.1161,45.8,Good,0
611,7061.2,874,168.2,1.43,0.22,34.9,11.37,16.28,56.6,27.7,24.4,0.2659,0.1088,0.0374,1.531,0.0166,0.102,42.4,Good,0
612,7075.1,1489,215.5,0.53,0.37,20,13.75,15.89,56.6,30.6,28.3,0.1472,0.1614,0.0704,1.095,0.0055,0.1073,38.3,Good,0
613,7086.1,1394,185.3,2.25,0.35,35.6,14.83,17.65,63.5,26.3,24.0,0.1382,0.1031,0.134,1.585,0.0173,0.1213,39.6,Good,0
614,7095.2,1215,159.8,1.54,0.31,36.7,12.98,17.43,61.8,28.4,28.6,0.1447,0.1346,0.1093,1.141,0.0181,0.0763,42.3,Good,0
615,7105.7,1409,228.8,0.8,0.35,40.6,13.9,17.74,61.8,25.3,29.5,0.2059,0.1337,0.1312,1.668,0.0106,0.0921,40.8,Good,0
616,7114.5,1203,164.8,0.96,0.3,35.7,12.31,17.36,61.3,27.8,27.1,0.1967,0.0818,0.1076,1.305,0.0168,0.1076,41.3,Good,0
617,7129.1,1283,152.6,1.7,0.32,29.5,13.59,16.79,64.4,27.5,28.0,0.1804,0.1716,0.1021,1.548,0.0037,0.1162,44.9,Good,0
618,7142.0,1204,169.4,1.76,0.3,20,14.26,17.84,58.7,28.5,25.8,0.1974,0.1067,0.1084,1.289,0.0204,0.0977,46.4,Good,0
619,7152.1,968,133.5,1.47,0.24,42.0,11.83,19.29,67.7,32.0,25.6,0.1847,0.1258,0.1005,1.537,0.1661,0.1119,42.8,Good,3
620,7167.1,1330,202.1,2.28,0.33,33.4,14.36,18.52,59.4,26.9,25.4,0.12,0.0784,0.0406,1.463,0.0128,0.0979,44.1,Good,0
621,7181.0,1235,199.9,2.15,0.31,48.9,13.37,19.66,61.8,27.0,25.5,0.2533,0.1103,0.0509,1.632,0.0173,0.1098,43.1,Good,0
622,7195.2,1205,164.1,0.98,0.3,40.5,13.68,19.85,61.6,28.3,27.4,0.6589,0.3401,0.2548,4.106,0.0753,0.0677,46.5,Good,2
623,7206.6,1083,215.1,1.71,0.27,25.4,13.02,17.38,52.6,25.8,30.6,0.177,0.1925,0.0523,1.538,0.0178,0.0956,43.7,Good,0
624,7219.2,1132,156.1,1.36,0.28,34.7,13.44,18.36,62.0,26.8,30.9,0.1612,0.1601,0.1024,1.738,0.0153,0.09,43.2,Good,0
625,7233.3,1049,179.1,2.85,0.26,24.6,12.87,17.2,66.2,35.6,25.1,0.1947,0.0839,0.0989,2.34,0.1171,0.1222,51.0,Good,3
626,7245.0,1151,189.8,1.79,0.29,44.8,12.82,19.4,57.7,32.7,25.8,0.149,0.2024,0.1525,1.118,0.0205,0.081,42.0,Good,0
627,7256.3,1432,233.4,1.8,0.36,35.0,13.82,17.8,61.6,29.5,23.9,0.223,0.028,0.0925,1.406,0.0164,0.0933,48.6,Good,0
628,7268.8,1124,192.4,1.58,0.28,32.4,11.39,18.19,62.1,26.4,24.0,0.2049,0.1214,0.0848,1.53,0.0155,0.1254,45.1,Good,0
629,7281.2,983,188.0,1.44,0.25,38.9,12.12,17.7,67.8,24.9,29.9,0.2225,0.1492,0.0372,1.252,0.0193,0.1089,40.4,Good,0
630,7294.1,1270,131.4,1.53,0.32,38.7,12.66,19.02,53.5,25.5,28.3,0.2068,0.0957,0.0861,1.607,0.0219,0.1373,41.6,Good,0
631,7303.8,1044,178.5,2.09,0.26,20,12.69,16.24,58.0,28.6,23.9,0.0915,0.0916,0.0642,1.612,0.0092,0.1183,46.2,Good,0
632,7318.3,1049,207.4,0.9,0.26,27.4,12.97,17.71,57.4,25.4,29.0,0.1294,0.1777,0.1135,1.513,0.012,0.1355,40.8,Good,0
633,7330.0,1456,159.8,1.02,0.37,25.0,13.84,18.19,66.2,33.5,23.1,0.178,0.1939,0.0449,1.74,0.1329,0.1084,50.3,Good,3
634,7339.7,1156,183.1,0.31,0.29,41.4,12.35,17.01,61.2,29.5,23.5,0.208,0.0917,0.0534,1.966,0.0112,0.1078,40.3,Good,0
635,7353.6,1240,235.8,2.01,0.31,42.6,13.77,18.91,57.3,29.5,23.0,0.1838,0.0188,0.0836,1.333,0.0121,0.0999,44.7,Good,0
636,7365.6,1396,154.8,0.88,0.35,30.0,13.77,17.41,58.4,27.7,30.2,0.1308,0.1118,0.1023,1.415,0.0203,0.0916,42.6,Good,0
637,7380.3,1324,122.4,1.36,0.33,45.0,13.6,18.35,71.8,36.9,22.0,0.181,0.1486,0.0775,2.373,0.0775,0.1786,42.9,Worn,3
638,7388.4,1201,186.1,0.92,0.3,25.1,12.08,15.0,55.3,31.3,26.6,0.142,0.0108,0.0977,1.631,0.0183,0.0897,41.1,Good,0
639,7399.0,1485,138.6,1.34,0.37,41.8,14.66,19.9,67.1,28.5,24.7,0.1371,0.1253,0.1044,1.531,0.0162,0.122,39.9,Good,0
640,7412.0,1156,137.7,0.41,0.29,27.3,12.42,16.62,59.1,25.6,26.1,0.2232,0.1331,0.1014,1.53,0.009,0.0863,42.0,Good,0
641,7424.8,1419,199.1,0.62,0.36,26.8,12.66,16.82,63.9,25.1,26.3,0.1485,0.1654,0.1416,1.131,0.0291,0.1076,38.4,Good,0
642,7433.8,980,168.8,1.48,0.25,35.9,12.27,16.09,58.0,27.8,25.5,0.1123,0.0798,0.0981,1.213,0.0212,0.0878,45.0,Good,0
643,7446.4,1124,180.5,2.32,0.28,45.3,12.94,18.88,60.6,26.1,29.5,0.2227,0.0876,0.1021,1.133,0.0125,0.0687,45.8,Good,0
644,7456.0,1412,176.2,1.14,0.35,46.3,13.87,19.87,67.4,27.8,27.0,0.1711,0.1263,0.122,1.518,0.0199,0.1085,41.4,Good,0
645,7470.0,1293,174.7,1.32,0.33,31.5,12.76,18.42,57.2,28.9,26.1,0.2349,0.1795,0.0983,1.775,0.0105,0.1163,43.8,Good,0
646,7481.7,1544,161.4,1.62,0.39,28.5,13.65,14.21,54.9,32.1,24.7,0.2368,0.0981,0.065,1.748,0.0202,0.1081,45.6,Good,0
647,7490.6,1072,170.9,1.3,0.27,39.4,11.95,18.78,53.2,27.0,23.3,0.2293,0.1482,0.0764,1.408,0.0257,0.1184,41.4,Good,0
648,7502.2,1035,163.2,1.1,0.26,41.2,12.24,17.6,59.6,28.9,27.1,0.1164,0.0994,0.0578,1.765,0.0209,0.1186,52.5,Good,0
649,7515.6,1230,133.9,1.39,0.31,34.6,12.86,17.14,56.2,29.6,27.5,0.2288,0.2155,0.143,1.518,0.0096,0.1296,45.7,Good,0
650,7529.8,1187,143.5,1.67,0.3,41.9,12.55,18.78,60.6,28.8,29.8,0.2924,0.1288,0.1025,0.978,0.0211,0.0998,47.8,Good,0
651,7544.2,1311,180.7,1.79,0.33,21.1,13.21,16.93,62.0,26.0,23.4,0.1225,0.1442,0.1176,1.645,0.0194,0.1725,41.3,Worn,0
652,7553.7,1377,146.2,1.41,0.35,47.1,13.03,17.45,58.0,25.6,28.9,0.11,0.1385,0.0972,1.618,0.0172,0.0961,47.6,Good,0
653,7562.5,1342,160.0,1.64,0.34,41.5,14.04,17.97,64.2,28.8,27.6,0.2259,0.0455,0.1263,1.519,0.0115,0.1285,42.7,Good,0
654,7573.9,1544,250.7,1.31,0.39,35.7,13.6,17.43,59.0,29.7,29.1,0.2926,0.1438,0.092,2.027,0.0173,0.1193,41.8,Good,0
655,7583.4,1119,215.4,1.85,0.28,32.7,12.45,18.39,61.5,29.2,27.5,0.2051,0.175,0.0337,1.499,0.0148,0.1574,46.5,Worn,0
656,7591.9,1205,216.8,1.29,0.3,33.4,12.79,18.84,65.9,27.2,27.8,0.209,0.1377,0.0617,1.545,0.0093,0.1213,46.4,Good,0
657,7605.6,1209,165.0,1.59,0.3,46.1,12.89,18.45,63.9,24.8,28.0,0.1518,0.0697,0.0398,1.485,0.022,0.1076,50.9,Good,0
658,7616.8,1276,171.6,1.13,0.32,33.3,13.11,17.13,60.6,28.4,26.0,0.1037,0.1357,0.0692,1.878,0.027,0.1325,43.3,Good,0
659,7627.6,1275,156.4,1.89,0.32,32.0,13.8,16.11,63.0,28.4,28.3,0.1919,0.1445,0.1209,1.662,0.0114,0.0869,40.1,Good,0
660,7639.9,1353,157.8,1.54,0.34,26.8,13.03,17.57,55.9,27.5,26.5,0.193,0.1696,0.1063,1.384,0.0129,0.1068,46.0,Good,0
661,7651.6,1269,209.4,1.36,0.32,27.6,13.63,17.25,58.1,26.1,28.2,0.1979,0.1044,0.1138,1.349,0.0182,0.1075,42.4,Good,0
662,7666.1,1014,148.3,1.93,0.25,26.6,13.59,17.65,65.0,28.3,28.1,0.7073,0.6811,0.1651,4.67,0.117,0.1176,48.7,Good,2
663,7678.2,1280,150.0,1.4,0.32,28.7,13.57,16.34,58.9,25.9,26.3,0.2561,0.1136,0.1574,1.801,0.0115,0.1365,39.3,Good,0
664,7690.8,1298,205.9,1.51,0.33,30.7,12.68,19.02,66.5,35.8,30.9,0.2989,0.102,0.0329,1.999,0.099,0.1017,40.9,Good,3
665,7705.7,1243,172.6,1.72,0.31,40.1,11.98,17.57,64.2,28.8,26.7,0.1084,0.0768,0.1529,1.61,0.0091,0.1073,44.2,Good,0
666,7716.7,1343,231.2,1.62,0.34,41.1,13.73,18.38,63.4,27.5,27.2,0.18,0.0524,0.0782,1.345,0.0171,0.0722,43.4,Good,0
667,7728.5,1483,240.7,1.04,0.37,25.8,13.82,16.73,58.4,29.3,23.3,0.1909,0.08,0.0507,1.637,0.0241,0.136,50.0,Good,0
668,7741.6,1036,168.8,1.41,0.26,52.6,12.68,19.99,54.1,28.6,27.5,0.1598,0.1365,0.1066,1.521,0.0138,0.1241,38.8,Good,0
669,7755.6,1225,180.3,1.78,0.31,20,13.38,16.44,58.5,30.2,29.2,0.2058,0.1829,0.1015,1.427,0.0056,0.1083,44.2,Good,0
670,7770.3,1466,181.3,1.51,0.37,37.5,15.56,17.46,59.7,27.3,29.9,0.1918,0.1093,0.0913,1.703,0.0215,0.1325,44.2,Good,0
